"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","072","BWA","Botswana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","7205.647"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","280814.57746"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","084","BLZ","Belize","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","423.953"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","090","SLB","Solomon Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","371.184"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","096","BRN","Brunei Darussalam","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","11037.111879"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","100","BGR","Bulgaria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","41017.66512"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","104","MMR","Myanmar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15144.9"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","108","BDI","Burundi","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","156.262"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","112","BLR","Belarus","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","39762.2802"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","116","KHM","Cambodia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","17361.916"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","120","CMR","Cameroon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4100"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","507614.63458"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","132","CPV","Cabo Verde","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","54.037622"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","136","CYM","Cayman Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","27.5"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","140","CAF","Central African Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","161.879"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","144","LKA","Sri Lanka","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","12498.6"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","148","TCD","Chad","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2560.194107"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","152","CHL","Chile","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","94677"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3363835.066527"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","158","CHT","Chinese Taipei","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","447692.573745"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","170","COL","Colombia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","40287.46031"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","174","COM","Comoros","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","34.459"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","178","COG","Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","6970"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","180","COD","Democratic Republic of the Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","23500"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","184","COK","Cook Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","21.8"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","188","CRI","Costa Rica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15493.593629"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","191","HRV","Croatia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","22812.13564"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","192","CUB","Cuba","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1498"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","196","CYP","Cyprus","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3786.55334"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","203","CZE","Czech Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","226406.83827"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","204","BEN","Benin","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3444.809"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","208","DNK","Denmark","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","125944.72759"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","212","DMA","Dominica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","17.152"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","12462"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","218","ECU","Ecuador","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","26699.199845"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","222","SLV","El Salvador","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6628.75"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","226","GNQ","Equatorial Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","5700"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","231","ETH","Ethiopia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3949"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","232","ERI","Eritrea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","600"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","21517.87019"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","242","FJI","Fiji","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","815.336"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","246","FIN","Finland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","81970.89949"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","584767.5631"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","258","PYF","French Polynesia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","119.168"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","262","DJI","Djibouti","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3279.9"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","266","GAB","Gabon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","5962.345128"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","268","GEO","Georgia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4242.3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","270","GMB","The Gambia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","31.66"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1631931.10535"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","288","GHA","Ghana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","14727.46"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9.125"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","47169.77549"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","304","GRL","Greenland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","774.065"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","308","GRD","Grenada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","29.493"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","316","GUM","Guam","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","44.44"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13752.740124"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","324","GIN","Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","10433"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","328","GUY","Guyana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4356"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","332","HTI","Haiti","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","959.9"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","340","HND","Honduras","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","10215.8"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","344","HKG","Hong Kong, China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","669903.056503"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","141920.63514"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","352","ISL","Iceland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5986.791187"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","356","IND","India","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","395424.520534"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","360","IDN","Indonesia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","229849.638096"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","364","IRN","Iran","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","71645.624019"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","368","IRQ","Iraq","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","86298.3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","372","IRL","Ireland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","190319.38095"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","376","ISR","Israel","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","60158.769"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","380","ITA","Italy","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","610284.42182"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","384","CIV","Côte d'Ivoire","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","14994.301261"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","388","JAM","Jamaica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1440.531"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","392","JPN","Japan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","756031.679469"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","60624.697968"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9357.469296"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6739"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","408","PRK","Korea, Democratic People's Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","131"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","644400.36842"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","63127.79104"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","417","KGZ","Kyrgyz Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1658.9"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","418","LAO","Lao People's Democratic Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","7694.527"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","422","LBN","Lebanese Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4590.084"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","426","LSO","Lesotho","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1064.037"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","428","LVA","Latvia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20822.57261"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","430","LBR","Liberia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","878.5"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","434","LBY","Libya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","28986"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","40827.53188"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","16623.48978"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","446","MAC","Macao, China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1619.512"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","450","MDG","Madagascar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2726.421"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","454","MWI","Malawi","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1006.600362"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","299028.111909"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","285.39"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5015.232"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","470","MLT","Malta","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3110.68373"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","478","MRT","Mauritania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4343"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","480","MUS","Mauritius","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1964.349729"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","494764.505"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","496","MNG","Mongolia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9247.1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","498","MDA","Moldova, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3144.3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","500","MSR","Montserrat","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","8.344"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","504","MAR","Morocco","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","35843.067788"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","508","MOZ","Mozambique","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","5578.991156"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","512","OMN","Oman","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","44590.927"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","516","NAM","Namibia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","6696.081025"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","520","NRU","Nauru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","119"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","524","NPL","Nepal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1684.333"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","528","NLD","Netherlands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","836511.79387"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","531","CUW","Curaçao","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","302.09"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","533","ABW","Aruba, the Netherlands with respect to","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","127.709"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","534","SXM","Sint Maarten","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","140.542"
